crop,soil_type,season,ph_min,ph_max,nitrogen_req,phosphorus_req,potassium_req,rainfall_min_mm,rainfall_max_mm,temp_min_c,temp_max_c,irrigation_type,yield_ton_per_acre,cost_rs_per_acre,price_rs_per_ton,profit_rs_per_acre,risk_score,climate_score
Soybean,Sandy,Rabi,6.0,6.7,122,45,81,460,841,16,31,Sprinkler,2.99,24033.0,42002.0,101552.0,0.42,0.94
Soybean,Sandy,Summer,5.8,7.0,111,70,66,358,1135,13,31,Drip,2.93,24033.0,42002.0,99032.0,0.38,0.93
Soybean,Sandy,All,5.5,7.6,152,57,126,654,924,22,38,Flood,2.34,24033.0,42002.0,74251.0,0.25,0.69
Soybean,Loamy,Kharif,5.2,7.1,136,29,77,606,1296,19,35,Flood,2.78,24033.0,42002.0,92732.0,0.5,0.73
Soybean,Loamy,Rabi,5.9,7.3,61,33,118,427,1300,20,35,Drip,2.89,24033.0,42002.0,97352.0,0.12,0.94
Soybean,Loamy,Summer,5.7,7.1,124,75,33,305,605,14,27,Drip,2.67,24033.0,42002.0,88112.0,0.3,0.87
Soybean,Loamy,All,5.6,7.3,128,23,81,353,855,16,27,Rainfed,3.1,24033.0,42002.0,106172.0,0.47,0.72
Soybean,Clay,Kharif,5.3,7.7,173,81,64,543,842,17,34,Sprinkler,2.26,24033.0,42002.0,70891.0,0.12,0.85
Soybean,Clay,Rabi,5.0,7.0,67,41,139,679,1128,18,30,Drip,2.55,24033.0,42002.0,83071.0,0.31,0.76
Soybean,Clay,Summer,5.8,7.4,87,75,70,314,1269,19,32,Flood,2.83,24033.0,42002.0,94832.0,0.29,0.85
Soybean,Clay,All,5.2,7.6,56,33,122,746,1495,12,27,Sprinkler,2.4,24033.0,42002.0,76771.0,0.16,0.83
Soybean,Silty,Kharif,5.5,7.9,120,69,98,500,1301,11,26,Sprinkler,3.11,24033.0,42002.0,106592.0,0.41,0.88
Soybean,Silty,Rabi,5.7,6.9,61,37,60,360,804,14,25,Drip,2.59,24033.0,42002.0,84751.0,0.17,0.74
Soybean,Silty,Summer,5.6,7.4,148,43,82,625,1375,21,33,Drip,2.72,24033.0,42002.0,90212.0,0.17,0.71
Soybean,Silty,All,5.5,6.6,131,21,82,369,768,16,34,Flood,2.63,24033.0,42002.0,86431.0,0.35,0.85
Soybean,Peaty,Kharif,5.4,6.8,47,48,57,316,797,13,31,Sprinkler,2.37,24033.0,42002.0,75511.0,0.33,0.86
Soybean,Peaty,Rabi,5.8,7.3,68,34,54,696,1452,15,33,Rainfed,3.02,24033.0,42002.0,102812.0,0.32,0.68
Soybean,Peaty,Summer,5.4,7.6,103,58,131,316,976,14,29,Rainfed,2.67,24033.0,42002.0,88112.0,0.6,0.87
Soybean,Peaty,All,5.2,7.7,129,74,41,615,957,22,35,Drip,3.07,24033.0,42002.0,104912.0,0.39,0.79
Groundnut,Sandy,Kharif,5.3,7.4,171,32,37,792,1760,22,38,Rainfed,5.37,34433.0,20082.0,73408.0,0.53,0.64
Groundnut,Sandy,Rabi,5.9,6.9,122,51,117,731,1623,16,33,Drip,4.62,34433.0,20082.0,58346.0,0.23,0.74
Groundnut,Sandy,Summer,5.5,7.5,63,71,85,683,1167,21,36,Flood,5.29,34433.0,20082.0,71801.0,0.26,0.6
Groundnut,Sandy,All,5.8,7.6,157,65,128,332,1079,16,29,Flood,5.07,34433.0,20082.0,67383.0,0.35,0.71
Groundnut,Loamy,Kharif,5.3,7.3,73,82,120,475,1373,22,32,Rainfed,3.77,34433.0,20082.0,41277.0,0.49,0.76
Groundnut,Loamy,Rabi,5.1,7.8,152,78,20,790,1428,13,25,Sprinkler,3.87,34433.0,20082.0,43285.0,0.57,0.7
Groundnut,Loamy,Summer,5.7,6.9,135,41,26,502,1342,14,27,Flood,4.76,34433.0,20082.0,61158.0,0.45,0.6
Groundnut,Loamy,All,5.5,6.7,97,86,107,527,736,10,25,Rainfed,5.36,34433.0,20082.0,73207.0,0.31,0.65
Groundnut,Clay,Kharif,5.1,7.1,66,33,60,488,994,12,28,Drip,4.74,34433.0,20082.0,60756.0,0.44,0.62
Groundnut,Clay,Rabi,5.6,7.4,82,76,64,669,1087,20,32,Flood,4.69,34433.0,20082.0,59752.0,0.32,0.68
Groundnut,Clay,Summer,5.9,6.7,71,69,64,793,1432,15,27,Drip,4.08,34433.0,20082.0,47502.0,0.14,0.79
Groundnut,Clay,All,5.6,7.4,46,58,46,565,1386,18,31,Flood,4.12,34433.0,20082.0,48305.0,0.13,0.91
Groundnut,Silty,Kharif,6.0,7.2,68,50,83,626,1434,11,29,Rainfed,5.36,34433.0,20082.0,73207.0,0.57,0.65
Groundnut,Silty,Rabi,5.9,7.4,133,89,107,388,1369,17,28,Rainfed,4.64,34433.0,20082.0,58748.0,0.11,0.68
Groundnut,Silty,Summer,5.9,7.9,141,84,56,621,1550,18,34,Flood,4.85,34433.0,20082.0,62965.0,0.14,0.79
Groundnut,Silty,All,5.6,6.9,119,30,85,771,1179,22,34,Sprinkler,4.29,34433.0,20082.0,51719.0,0.42,0.89
Groundnut,Peaty,Kharif,5.7,6.6,151,50,27,425,713,16,27,Flood,4.69,34433.0,20082.0,59752.0,0.13,0.83
Groundnut,Peaty,Rabi,5.7,6.8,43,37,109,305,672,17,32,Sprinkler,3.89,34433.0,20082.0,43686.0,0.16,0.87
Groundnut,Peaty,Summer,5.3,7.8,47,62,123,519,997,18,29,Sprinkler,4.87,34433.0,20082.0,63367.0,0.39,0.63
Groundnut,Peaty,All,5.5,7.0,167,41,67,380,841,22,33,Rainfed,4.0,34433.0,20082.0,45895.0,0.35,0.62
Sunflower,Sandy,Kharif,5.4,6.7,49,90,122,767,1698,21,37,Drip,5.4,20738.0,23738.0,107450.0,0.31,0.85
Sunflower,Sandy,Rabi,5.3,6.6,135,35,84,644,897,12,25,Rainfed,6.87,20738.0,23738.0,142346.0,0.13,0.76
Sunflower,Sandy,Summer,5.3,7.8,123,31,90,533,741,15,28,Sprinkler,5.96,20738.0,23738.0,120744.0,0.25,0.82
Sunflower,Sandy,All,5.5,7.4,166,45,113,761,1520,22,35,Drip,4.67,20738.0,23738.0,90121.0,0.31,0.68
Sunflower,Loamy,Kharif,5.3,7.8,42,62,20,688,1561,16,30,Rainfed,5.13,20738.0,23738.0,101041.0,0.59,0.75
Sunflower,Loamy,Rabi,6.0,8.0,76,55,31,322,759,18,34,Sprinkler,5.72,20738.0,23738.0,115046.0,0.47,0.8
Sunflower,Loamy,Summer,5.5,7.5,140,29,95,590,853,16,28,Drip,5.33,20738.0,23738.0,105788.0,0.53,0.92
Sunflower,Loamy,All,5.4,7.7,123,60,77,439,878,11,24,Drip,6.47,20738.0,23738.0,132850.0,0.39,0.65
Sunflower,Clay,Kharif,5.2,7.2,144,35,88,483,1471,13,30,Sprinkler,5.73,20738.0,23738.0,115284.0,0.53,0.63
Sunflower,Clay,Rabi,5.8,7.0,50,47,126,738,1273,12,23,Drip,6.9,20738.0,23738.0,143058.0,0.3,0.62
Sunflower,Clay,Summer,5.3,7.7,84,23,71,737,1400,18,36,Drip,4.87,20738.0,23738.0,94869.0,0.15,0.88
Sunflower,Clay,All,5.1,6.6,96,36,45,721,1331,15,26,Sprinkler,6.79,20738.0,23738.0,140447.0,0.14,0.95
Sunflower,Silty,Kharif,5.2,7.5,72,31,135,733,1272,11,21,Flood,4.77,20738.0,23738.0,92495.0,0.56,0.75
Sunflower,Silty,Rabi,5.7,7.2,137,74,42,481,900,12,26,Sprinkler,5.69,20738.0,23738.0,114334.0,0.17,0.81
Sunflower,Silty,Summer,5.6,7.5,167,72,132,581,1271,10,21,Sprinkler,5.54,20738.0,23738.0,110773.0,0.31,0.82
Sunflower,Silty,All,5.8,6.9,179,22,68,700,1630,15,32,Flood,5.45,20738.0,23738.0,108637.0,0.38,0.71
Sunflower,Peaty,Kharif,5.3,6.5,96,23,134,715,1712,14,24,Flood,5.88,20738.0,23738.0,118845.0,0.48,0.95
Sunflower,Peaty,Rabi,6.0,6.7,101,54,88,717,1671,10,23,Flood,5.48,20738.0,23738.0,109349.0,0.52,0.9
Sunflower,Peaty,Summer,5.2,7.4,131,23,110,658,1218,19,31,Drip,6.6,20738.0,23738.0,135936.0,0.51,0.94
Sunflower,Peaty,All,5.5,6.8,49,31,27,419,1235,13,23,Flood,4.65,20738.0,23738.0,89646.0,0.56,0.67
Mustard,Sandy,Kharif,5.8,7.0,45,38,95,660,1005,22,33,Sprinkler,2.55,32807.0,46413.0,85546.0,0.29,0.93
Mustard,Sandy,Rabi,5.4,6.7,117,61,37,799,1160,21,37,Flood,2.28,32807.0,46413.0,73015.0,0.19,0.94
Mustard,Sandy,Summer,5.7,7.9,131,48,105,601,980,16,30,Sprinkler,1.83,32807.0,46413.0,52129.0,0.46,0.93
Mustard,Sandy,All,5.9,7.1,48,43,97,462,1288,13,24,Flood,1.84,32807.0,46413.0,52593.0,0.47,0.68
Mustard,Loamy,Kharif,6.0,6.8,62,62,77,305,776,13,26,Rainfed,2.02,32807.0,46413.0,60947.0,0.49,0.85
Mustard,Loamy,Rabi,5.0,7.2,147,41,133,511,1215,16,31,Flood,1.81,32807.0,46413.0,51200.0,0.34,0.9
Mustard,Loamy,Summer,5.7,7.5,81,77,29,709,943,14,24,Sprinkler,1.95,32807.0,46413.0,57698.0,0.15,0.72
Mustard,Loamy,All,5.9,6.7,59,90,140,759,1054,15,32,Rainfed,2.09,32807.0,46413.0,64196.0,0.43,0.81
Mustard,Clay,Kharif,5.4,6.6,124,46,44,509,1422,18,36,Sprinkler,2.29,32807.0,46413.0,73479.0,0.25,0.63
Mustard,Clay,Rabi,5.4,7.3,165,39,26,484,687,16,27,Sprinkler,2.43,32807.0,46413.0,79977.0,0.41,0.77
Mustard,Clay,Summer,5.1,6.8,114,30,80,732,1050,14,30,Flood,2.14,32807.0,46413.0,66517.0,0.43,0.63
Mustard,Clay,All,5.5,6.8,137,67,43,528,773,14,31,Flood,1.95,32807.0,46413.0,57698.0,0.52,0.8
Mustard,Silty,Kharif,5.2,7.5,64,30,105,476,1230,16,29,Rainfed,2.45,32807.0,46413.0,80905.0,0.51,0.75
Mustard,Silty,Rabi,5.5,7.8,161,50,80,453,733,16,26,Drip,1.83,32807.0,46413.0,52129.0,0.48,0.66
Mustard,Silty,Summer,6.0,8.0,89,36,25,516,796,20,36,Drip,2.58,32807.0,46413.0,86938.0,0.41,0.89
Mustard,Silty,All,5.3,7.9,57,31,69,584,1190,18,33,Sprinkler,2.17,32807.0,46413.0,67909.0,0.56,0.6
Mustard,Peaty,Kharif,5.7,7.4,147,34,73,376,727,19,30,Rainfed,2.21,32807.0,46413.0,69766.0,0.15,0.7
Mustard,Peaty,Rabi,5.5,7.0,145,53,69,635,1332,19,36,Rainfed,1.87,32807.0,46413.0,53985.0,0.3,0.82
Mustard,Peaty,Summer,5.7,7.1,141,62,108,421,671,21,38,Sprinkler,2.49,32807.0,46413.0,82761.0,0.11,0.89
Mustard,Peaty,All,5.3,6.9,165,32,131,416,753,14,31,Sprinkler,1.95,32807.0,46413.0,57698.0,0.31,0.83
Sesame,Sandy,Kharif,5.7,7.6,135,27,85,705,1067,11,25,Flood,2.08,30247.0,22147.0,15818.0,0.53,0.91
Sesame,Sandy,Rabi,5.0,6.8,91,27,51,316,983,10,25,Drip,2.22,30247.0,22147.0,18919.0,0.51,0.78
Sesame,Sandy,Summer,5.6,6.7,47,50,67,550,1358,17,29,Flood,2.52,30247.0,22147.0,25563.0,0.27,0.66
Sesame,Sandy,All,5.9,7.6,63,56,23,497,747,12,25,Drip,2.58,30247.0,22147.0,26891.0,0.44,0.69
Sesame,Loamy,Kharif,5.4,6.5,42,80,136,367,1229,12,22,Drip,2.2,30247.0,22147.0,18476.0,0.5,0.71
Sesame,Loamy,Rabi,6.0,7.5,148,68,129,478,1148,14,27,Flood,2.25,30247.0,22147.0,19583.0,0.36,0.82
Sesame,Loamy,Summer,5.6,6.5,135,56,58,650,960,17,28,Sprinkler,2.92,30247.0,22147.0,34421.0,0.42,0.9
Sesame,Loamy,All,5.3,7.6,116,44,39,564,1547,13,23,Flood,2.6,30247.0,22147.0,27334.0,0.44,0.85
Sesame,Clay,Kharif,5.7,8.0,106,73,71,498,1452,10,23,Sprinkler,2.66,30247.0,22147.0,28663.0,0.21,0.79
Sesame,Clay,Rabi,5.8,7.9,131,84,58,732,1106,20,38,Drip,2.24,30247.0,22147.0,19362.0,0.34,0.86
Sesame,Clay,Summer,5.7,7.3,86,62,103,345,772,15,28,Sprinkler,2.36,30247.0,22147.0,22019.0,0.54,0.73
Sesame,Clay,All,5.6,7.2,70,80,26,743,1592,19,30,Flood,2.82,30247.0,22147.0,32207.0,0.35,0.9
Sesame,Silty,Kharif,5.4,6.9,53,39,37,402,952,16,33,Drip,2.26,30247.0,22147.0,19804.0,0.46,0.87
Sesame,Silty,Rabi,5.5,7.4,85,60,101,329,533,17,31,Drip,2.69,30247.0,22147.0,29328.0,0.18,0.87
Sesame,Silty,Summer,5.5,7.6,62,36,98,522,1370,16,32,Flood,2.89,30247.0,22147.0,33757.0,0.29,0.61
Sesame,Silty,All,5.2,7.1,43,61,116,726,1469,13,23,Rainfed,2.56,30247.0,22147.0,26448.0,0.22,0.84
Sesame,Peaty,Kharif,5.3,6.7,138,84,95,456,827,11,21,Sprinkler,2.88,30247.0,22147.0,33535.0,0.33,0.78
Sesame,Peaty,Rabi,5.5,7.2,74,63,135,550,1117,22,35,Drip,2.88,30247.0,22147.0,33535.0,0.56,0.74
Sesame,Peaty,Summer,5.2,7.6,73,47,113,311,1114,18,30,Rainfed,2.31,30247.0,22147.0,20912.0,0.43,0.61
Sesame,Peaty,All,5.9,6.9,176,26,96,324,1201,11,21,Rainfed,2.62,30247.0,22147.0,27777.0,0.31,0.73
Rapeseed,Sandy,Kharif,5.7,7.4,117,73,104,351,1229,18,32,Drip,4.1,12134.0,34771.0,130427.0,0.55,0.78
Rapeseed,Sandy,Rabi,5.6,6.9,67,83,45,611,1015,22,36,Drip,4.0,12134.0,34771.0,126950.0,0.3,0.66
Rapeseed,Sandy,Summer,5.5,7.9,163,62,50,301,514,20,31,Rainfed,4.8,12134.0,34771.0,154766.0,0.43,0.65
Rapeseed,Sandy,All,5.1,7.3,65,52,102,418,1085,14,28,Flood,3.47,12134.0,34771.0,108521.0,0.51,0.91
Rapeseed,Loamy,Kharif,5.9,7.0,120,74,114,359,656,22,32,Rainfed,4.83,12134.0,34771.0,155810.0,0.43,0.66
Rapeseed,Loamy,Rabi,5.4,7.2,108,31,67,717,1267,12,23,Flood,4.07,12134.0,34771.0,129384.0,0.33,0.89
Rapeseed,Loamy,Summer,5.7,7.2,147,41,34,367,1279,21,31,Drip,3.56,12134.0,34771.0,111650.0,0.56,0.77
Rapeseed,Loamy,All,5.6,7.2,137,65,98,314,1214,21,33,Flood,4.95,12134.0,34771.0,159982.0,0.16,0.74
Rapeseed,Clay,Kharif,5.0,6.9,120,21,110,744,1638,18,31,Sprinkler,4.27,12134.0,34771.0,136338.0,0.44,0.82
Rapeseed,Clay,Rabi,5.4,7.6,163,64,104,646,1502,16,28,Rainfed,3.41,12134.0,34771.0,106435.0,0.57,0.78
Rapeseed,Clay,Summer,5.5,7.2,82,29,116,551,1079,13,28,Sprinkler,3.47,12134.0,34771.0,108521.0,0.21,0.83
Rapeseed,Clay,All,5.4,6.9,157,76,122,593,1251,11,28,Flood,3.92,12134.0,34771.0,124168.0,0.59,0.86
Rapeseed,Silty,Kharif,5.0,7.1,49,90,20,722,1015,22,36,Drip,4.5,12134.0,34771.0,144335.0,0.33,0.72
Rapeseed,Silty,Rabi,5.8,7.7,156,62,91,692,1526,19,36,Sprinkler,4.6,12134.0,34771.0,147812.0,0.16,0.87
Rapeseed,Silty,Summer,5.2,7.0,114,90,86,491,1409,11,21,Drip,4.22,12134.0,34771.0,134599.0,0.51,0.86
Rapeseed,Silty,All,5.4,6.9,90,44,35,776,1378,13,30,Drip,4.6,12134.0,34771.0,147812.0,0.15,0.75
Rapeseed,Peaty,Kharif,5.9,7.8,71,77,78,637,1440,18,30,Flood,3.4,12134.0,34771.0,106087.0,0.47,0.79
Rapeseed,Peaty,Rabi,5.4,7.4,170,42,108,596,973,21,33,Rainfed,4.05,12134.0,34771.0,128688.0,0.4,0.91
Rapeseed,Peaty,Summer,5.5,7.1,103,55,70,793,1344,14,31,Drip,3.62,12134.0,34771.0,113737.0,0.4,0.91
Rapeseed,Peaty,All,5.5,7.8,180,60,111,677,1443,20,33,Drip,3.74,12134.0,34771.0,117909.0,0.46,0.84
Flax,Sandy,Kharif,6.0,6.8,178,61,110,359,1338,15,33,Flood,6.31,27181.0,18368.0,88723.0,0.57,0.85
Flax,Sandy,Rabi,5.7,7.8,176,56,132,733,1365,22,32,Rainfed,4.95,27181.0,18368.0,63742.0,0.17,0.83
Flax,Sandy,Summer,5.2,7.6,81,56,107,428,777,10,24,Drip,6.73,27181.0,18368.0,96438.0,0.12,0.88
Flax,Sandy,All,5.1,7.8,97,69,50,561,1473,14,24,Flood,5.83,27181.0,18368.0,79906.0,0.58,0.94
Flax,Loamy,Kharif,5.3,7.3,43,52,45,617,1616,17,30,Sprinkler,6.73,27181.0,18368.0,96438.0,0.37,0.81
Flax,Loamy,Rabi,5.8,7.9,115,77,42,649,925,12,24,Rainfed,5.81,27181.0,18368.0,79539.0,0.31,0.79
Flax,Loamy,Summer,5.1,7.4,105,20,62,538,1464,12,22,Drip,7.15,27181.0,18368.0,104152.0,0.4,0.87
Flax,Loamy,All,5.6,7.8,117,82,121,593,1356,15,26,Sprinkler,6.17,27181.0,18368.0,86151.0,0.58,0.78
Flax,Clay,Kharif,5.8,6.7,179,88,71,347,904,13,26,Sprinkler,5.69,27181.0,18368.0,77335.0,0.25,0.93
Flax,Clay,Rabi,5.6,7.2,42,34,105,477,1133,13,26,Rainfed,6.55,27181.0,18368.0,93131.0,0.26,0.92
Flax,Clay,Summer,5.9,7.1,178,56,23,766,1495,22,37,Flood,6.07,27181.0,18368.0,84315.0,0.25,0.83
Flax,Clay,All,5.3,6.6,64,41,118,575,1321,10,21,Drip,6.52,27181.0,18368.0,92580.0,0.49,0.9
Flax,Silty,Kharif,5.4,6.7,177,75,102,718,991,21,33,Rainfed,6.01,27181.0,18368.0,83212.0,0.27,0.63
Flax,Silty,Rabi,5.1,7.7,58,49,136,432,1049,16,33,Flood,5.94,27181.0,18368.0,81927.0,0.11,0.84
Flax,Silty,Summer,5.5,7.5,56,25,109,734,1008,15,33,Rainfed,5.59,27181.0,18368.0,75498.0,0.44,0.81
Flax,Silty,All,5.3,7.9,137,70,125,638,869,17,29,Drip,5.22,27181.0,18368.0,68702.0,0.3,0.88
Flax,Peaty,Kharif,5.5,7.9,76,58,106,754,1700,20,35,Rainfed,6.24,27181.0,18368.0,87437.0,0.38,0.64
Flax,Peaty,Rabi,5.0,7.4,177,90,30,456,871,21,36,Drip,5.89,27181.0,18368.0,81008.0,0.42,0.78
Flax,Peaty,Summer,5.2,6.8,104,44,34,392,1279,22,32,Flood,6.46,27181.0,18368.0,91478.0,0.14,0.84
Flax,Peaty,All,5.3,6.8,164,62,65,365,1252,20,33,Rainfed,5.58,27181.0,18368.0,75314.0,0.13,0.67
Castor,Sandy,Kharif,5.7,6.7,133,60,74,386,590,15,28,Drip,4.26,25804.0,27761.0,92456.0,0.42,0.7
Castor,Sandy,Rabi,5.4,7.5,124,81,79,528,1095,22,36,Flood,4.01,25804.0,27761.0,85516.0,0.19,0.81
Castor,Sandy,Summer,5.8,7.8,75,88,45,434,1385,20,31,Rainfed,4.55,25804.0,27761.0,100506.0,0.52,0.82
Castor,Sandy,All,5.8,7.4,94,24,90,433,1189,18,35,Drip,3.72,25804.0,27761.0,77465.0,0.21,0.87
Castor,Loamy,Kharif,5.7,6.9,158,84,85,346,952,15,33,Rainfed,4.18,25804.0,27761.0,90235.0,0.52,0.88
Castor,Loamy,Rabi,5.6,6.7,171,37,77,381,764,19,31,Flood,4.62,25804.0,27761.0,102450.0,0.12,0.87
Castor,Loamy,Summer,5.2,6.9,99,25,105,405,1135,22,37,Flood,3.88,25804.0,27761.0,81907.0,0.33,0.62
Castor,Loamy,All,6.0,7.0,173,55,126,679,1148,19,37,Drip,3.74,25804.0,27761.0,78020.0,0.29,0.81
Castor,Clay,Kharif,5.9,6.6,104,68,136,414,1142,16,31,Sprinkler,3.91,25804.0,27761.0,82740.0,0.34,0.81
Castor,Clay,Rabi,5.5,6.7,82,49,29,563,1421,14,27,Drip,3.44,25804.0,27761.0,69692.0,0.28,0.85
Castor,Clay,Summer,5.1,6.8,124,34,81,645,1335,17,30,Drip,4.16,25804.0,27761.0,89680.0,0.31,0.69
Castor,Clay,All,5.1,7.4,74,85,25,756,1542,12,22,Drip,3.55,25804.0,27761.0,72746.0,0.19,0.94
Castor,Silty,Kharif,5.6,7.3,44,56,30,410,1069,19,36,Flood,3.41,25804.0,27761.0,68859.0,0.52,0.81
Castor,Silty,Rabi,5.8,7.7,86,85,53,385,1326,20,35,Flood,4.08,25804.0,27761.0,87459.0,0.13,0.73
Castor,Silty,Summer,5.1,6.5,173,84,107,514,867,19,30,Drip,3.89,25804.0,27761.0,82184.0,0.41,0.61
Castor,Silty,All,5.8,7.3,70,31,81,637,970,19,37,Rainfed,4.55,25804.0,27761.0,100506.0,0.49,0.83
Castor,Peaty,Kharif,5.5,7.1,51,87,74,417,1110,22,38,Sprinkler,4.07,25804.0,27761.0,87181.0,0.47,0.87
Castor,Peaty,Rabi,5.7,6.6,74,52,81,692,1130,11,25,Flood,3.55,25804.0,27761.0,72746.0,0.1,0.86
Castor,Peaty,Summer,5.0,7.3,173,20,68,635,1045,21,36,Flood,3.71,25804.0,27761.0,77187.0,0.18,0.83
Castor,Peaty,All,5.3,7.8,148,66,98,441,1337,16,29,Flood,4.01,25804.0,27761.0,85516.0,0.38,0.66
Cotton,Sandy,Kharif,5.6,7.7,141,37,129,742,1617,11,24,Flood,4.78,34690.0,35220.0,133664.0,0.57,0.64
Cotton,Sandy,Rabi,5.5,7.7,180,26,40,499,1350,10,21,Drip,4.25,34690.0,35220.0,114997.0,0.4,0.63
Cotton,Sandy,Summer,5.3,7.1,49,69,139,505,1333,20,38,Sprinkler,4.66,34690.0,35220.0,129438.0,0.4,0.93
Cotton,Sandy,All,5.8,7.5,152,21,45,735,1607,22,40,Sprinkler,3.77,34690.0,35220.0,98092.0,0.49,0.78
Cotton,Loamy,Kharif,5.7,7.4,49,66,50,635,835,12,23,Sprinkler,4.78,34690.0,35220.0,133664.0,0.28,0.74
Cotton,Loamy,Rabi,5.6,7.3,57,31,90,445,1388,18,33,Sprinkler,5.09,34690.0,35220.0,144583.0,0.24,0.81
Cotton,Loamy,Summer,5.2,7.9,41,53,42,508,1226,11,29,Rainfed,4.3,34690.0,35220.0,116758.0,0.27,0.64
Cotton,Loamy,All,5.5,6.9,177,52,108,526,1112,19,36,Drip,4.74,34690.0,35220.0,132255.0,0.58,0.76
Cotton,Clay,Kharif,5.5,7.4,47,81,34,432,701,16,29,Drip,4.81,34690.0,35220.0,134721.0,0.31,0.72
Cotton,Clay,Rabi,5.5,7.6,107,51,56,347,955,20,35,Rainfed,4.39,34690.0,35220.0,119928.0,0.19,0.71
Cotton,Clay,Summer,5.2,7.4,86,44,83,677,1081,13,26,Sprinkler,3.79,34690.0,35220.0,98796.0,0.2,0.69
Cotton,Clay,All,5.6,6.7,67,35,137,340,1232,20,37,Rainfed,4.75,34690.0,35220.0,132608.0,0.37,0.61
Cotton,Silty,Kharif,5.5,7.4,166,55,82,393,1375,18,32,Flood,3.82,34690.0,35220.0,99853.0,0.39,0.62
Cotton,Silty,Rabi,5.8,7.2,178,24,84,477,1080,20,32,Flood,5.11,34690.0,35220.0,145287.0,0.45,0.76
Cotton,Silty,Summer,5.7,6.5,93,68,94,351,884,15,29,Drip,4.38,34690.0,35220.0,119576.0,0.22,0.76
Cotton,Silty,All,5.6,7.0,167,74,46,514,1431,22,37,Sprinkler,4.9,34690.0,35220.0,137891.0,0.24,0.66
Cotton,Peaty,Kharif,5.1,7.4,98,32,112,438,879,18,34,Flood,3.77,34690.0,35220.0,98092.0,0.5,0.86
Cotton,Peaty,Rabi,5.5,6.5,147,83,37,757,1602,18,36,Sprinkler,4.79,34690.0,35220.0,134016.0,0.25,0.8
Cotton,Peaty,Summer,5.6,7.1,81,27,47,716,1176,17,28,Flood,4.72,34690.0,35220.0,131551.0,0.23,0.73
Cotton,Peaty,All,5.6,7.7,128,22,72,362,921,20,33,Drip,5.12,34690.0,35220.0,145639.0,0.24,0.71
Jute,Sandy,Kharif,5.1,7.4,158,38,131,385,1240,22,37,Flood,4.27,20067.0,49188.0,189964.0,0.39,0.9
Jute,Sandy,Rabi,5.1,6.7,98,60,60,634,1132,21,35,Flood,3.68,20067.0,49188.0,160944.0,0.32,0.9
Jute,Sandy,Summer,5.4,7.4,155,72,41,394,617,12,25,Sprinkler,4.77,20067.0,49188.0,214558.0,0.45,0.63
Jute,Sandy,All,5.2,6.7,56,80,90,327,553,22,38,Rainfed,3.41,20067.0,49188.0,147663.0,0.41,0.63
Jute,Loamy,Kharif,5.9,7.1,98,51,114,445,1098,20,32,Drip,4.1,20067.0,49188.0,181603.0,0.19,0.61
Jute,Loamy,Rabi,5.4,7.9,161,79,131,576,1054,18,35,Drip,4.81,20067.0,49188.0,216526.0,0.45,0.66
Jute,Loamy,Summer,5.6,7.4,151,87,101,627,1373,14,29,Flood,4.12,20067.0,49188.0,182586.0,0.5,0.75
Jute,Loamy,All,5.4,6.9,117,21,20,567,1543,12,27,Sprinkler,4.0,20067.0,49188.0,176684.0,0.1,0.92
Jute,Clay,Kharif,5.9,7.2,42,75,122,449,1260,13,23,Sprinkler,3.55,20067.0,49188.0,154549.0,0.54,0.75
Jute,Clay,Rabi,5.2,7.6,139,68,48,434,715,16,29,Sprinkler,3.7,20067.0,49188.0,161927.0,0.47,0.88
Jute,Clay,Summer,5.4,7.8,86,37,57,356,1208,17,34,Sprinkler,4.38,20067.0,49188.0,195375.0,0.35,0.71
Jute,Clay,All,5.2,8.0,45,43,33,444,919,12,29,Rainfed,3.62,20067.0,49188.0,157992.0,0.18,0.77
Jute,Silty,Kharif,5.3,7.0,167,67,79,656,888,15,26,Drip,3.33,20067.0,49188.0,143728.0,0.49,0.62
Jute,Silty,Rabi,5.5,6.8,104,68,126,306,630,22,35,Flood,4.49,20067.0,49188.0,200786.0,0.32,0.86
Jute,Silty,Summer,5.0,7.2,64,86,105,406,1090,16,30,Sprinkler,3.5,20067.0,49188.0,152090.0,0.46,0.86
Jute,Silty,All,5.5,6.7,163,58,45,484,737,20,33,Rainfed,3.62,20067.0,49188.0,157992.0,0.32,0.61
Jute,Peaty,Kharif,5.8,7.4,141,51,21,796,1039,19,36,Drip,3.84,20067.0,49188.0,168814.0,0.14,0.66
Jute,Peaty,Rabi,5.1,7.4,55,27,65,630,987,21,39,Rainfed,3.45,20067.0,49188.0,149631.0,0.22,0.94
Jute,Peaty,Summer,5.8,7.6,152,44,22,652,1238,15,27,Sprinkler,4.7,20067.0,49188.0,211115.0,0.34,0.75
Jute,Peaty,All,5.3,7.5,88,43,89,478,1009,21,38,Sprinkler,4.65,20067.0,49188.0,208656.0,0.4,0.9
Sugarcane,Sandy,Kharif,5.8,7.3,156,20,119,626,1344,16,28,Rainfed,2.41,20133.0,37495.0,70229.0,0.28,0.82
Sugarcane,Sandy,Rabi,5.3,6.6,177,69,44,568,1467,17,35,Drip,2.41,20133.0,37495.0,70229.0,0.26,0.82
Sugarcane,Sandy,Summer,5.1,7.3,57,25,126,780,1112,12,22,Drip,1.94,20133.0,37495.0,52606.0,0.2,0.61
