crop,soil_type,season,irrigation_type,ph_min,ph_max,n_required,p_required,k_required,yield_ton_per_acre,cost_rs_per_acre,price_rs_per_ton,climate_score,risk_score,fertilizer_cost_per_kg_n,fertilizer_cost_per_kg_p,fertilizer_cost_per_kg_k
Capsicum,Red,Zaid,Canal,6.3,6.9,206,104,105,24.7,114196,27726,64,38,8.61,23.84,19.99
Maize,Clay,Zaid,Rainfed,6.2,7.4,138,50,42,4.67,29733,18594,60,60,5.65,28.28,28.11
Rice,Sandy,Zaid,Rainfed,6.4,7.0,132,62,45,3.31,52489,21839,71,58,6.78,21.57,15.24
Tomato,Red,Zaid,Canal,5.6,7.6,212,80,87,37.31,87527,14295,67,25,7.11,30.25,20.91
Capsicum,Red,Rabi,Drip,6.3,7.7,228,100,83,15.15,85413,44541,65,54,7.83,20.65,17.81
Sugarcane,Sandy,Kharif,Canal,6.4,7.1,250,86,122,26.36,78943,3237,89,30,5.8,22.49,22.6
Potato,Black,Kharif,Drip,6.4,6.7,211,80,85,25.33,75443,19150,84,20,7.58,22.09,25.81
Tomato,Loamy,Zaid,Sprinkler,6.3,6.8,226,119,83,24.6,53741,12076,87,48,6.18,33.74,18.37
Sugarcane,Clay,Zaid,Sprinkler,6.3,7.0,280,98,127,55.13,90284,3308,91,25,7.9,20.81,24.45
Cotton,Loamy,Rabi,Sprinkler,6.4,7.1,155,77,80,2.14,48014,55333,81,56,8.35,27.79,29.78
Capsicum,Sandy,Zaid,Drip,5.6,6.9,216,100,121,28.8,83828,26096,74,42,7.47,30.09,21.1
Wheat,Clay,Rabi,Rainfed,6.5,6.8,93,68,65,4.21,37491,25053,78,43,5.6,34.57,22.62
Groundnut,Black,Kharif,Sprinkler,5.8,7.1,62,98,95,1.68,46775,53757,71,58,5.08,32.36,16.19
Potato,Clay,Rabi,Sprinkler,5.8,6.8,250,127,86,25.4,49881,17302,67,33,5.61,26.08,20.93
Potato,Sandy,Rabi,Rainfed,5.6,7.1,217,126,135,17.88,49059,12162,76,35,7.55,22.9,16.54
Potato,Clay,Kharif,Canal,5.6,7.1,220,118,135,20.11,54304,14959,84,58,7.4,31.93,29.86
Rice,Clay,Zaid,Drip,6.1,7.2,104,75,41,3.0,52083,21475,68,56,7.16,32.59,24.2
Rice,Black,Rabi,Rainfed,5.8,6.9,138,59,42,3.32,38018,17434,93,35,8.15,25.38,27.12
Potato,Loamy,Kharif,Canal,5.6,7.2,202,129,80,26.77,47142,14930,75,43,5.8,30.1,18.79
Wheat,Red,Zaid,Canal,6.2,6.9,107,52,61,2.47,35660,19259,79,53,8.59,20.87,16.61
Wheat,Red,Rabi,Rainfed,6.2,7.2,108,47,45,2.5,30749,20628,83,60,8.87,32.88,29.41
Groundnut,Clay,Zaid,Canal,5.8,7.5,57,75,66,2.42,37352,44508,69,23,8.83,34.8,19.0
Tomato,Clay,Rabi,Rainfed,6.0,6.7,216,76,111,24.63,61849,16242,85,22,8.92,33.47,26.67
Capsicum,Black,Kharif,Drip,5.9,6.7,228,133,140,25.55,91476,36197,61,58,6.02,29.74,21.05
Potato,Clay,Zaid,Sprinkler,5.6,7.4,211,137,127,18.18,60511,19294,61,27,6.31,31.93,19.6
Soybean,Clay,Rabi,Sprinkler,5.8,7.5,69,79,73,1.81,29878,48322,94,47,7.95,32.29,25.52
Wheat,Clay,Zaid,Rainfed,5.6,7.5,125,48,56,4.35,38213,22386,70,52,5.33,20.22,22.18
Rice,Sandy,Zaid,Canal,6.4,7.7,143,58,57,3.98,45759,23649,74,25,7.0,28.38,20.32
Potato,Loamy,Rabi,Rainfed,6.2,7.8,204,118,95,22.44,57853,13458,94,50,8.38,30.11,23.61
Cotton,Red,Zaid,Drip,6.1,7.7,181,67,64,3.1,62683,52015,90,57,6.66,33.25,25.38
Potato,Red,Zaid,Sprinkler,6.2,6.5,209,138,88,18.23,58610,15028,69,39,5.12,30.27,18.92
Groundnut,Red,Kharif,Rainfed,6.4,7.7,58,91,94,1.94,36815,47535,87,29,7.52,28.15,17.72
Sugarcane,Red,Rabi,Canal,5.8,6.9,210,101,95,27.57,98931,3038,64,53,7.97,20.94,24.35
Sugarcane,Sandy,Rabi,Drip,6.5,7.3,218,82,104,41.68,82261,4124,64,59,6.47,30.33,26.99
Soybean,Sandy,Rabi,Drip,5.8,7.3,78,75,72,1.67,41282,53480,67,59,7.99,25.12,23.36
Capsicum,Red,Kharif,Canal,5.7,6.8,194,124,90,29.89,73008,23260,84,32,5.88,23.5,19.29
Sugarcane,Clay,Kharif,Drip,6.4,7.2,289,85,110,35.71,96343,4035,66,59,6.12,22.68,17.76
Wheat,Clay,Kharif,Sprinkler,5.6,7.6,136,58,46,4.83,33226,20219,73,24,5.01,26.75,15.34
Wheat,Clay,Kharif,Canal,5.9,7.6,120,67,47,3.54,34173,21029,62,39,7.25,22.11,23.15
Sugarcane,Black,Zaid,Canal,5.9,7.7,287,88,92,54.17,78393,4131,85,25,5.73,34.51,23.52
Sugarcane,Clay,Zaid,Drip,5.9,7.3,211,100,81,27.41,75309,3710,90,41,5.84,23.17,26.4
Sugarcane,Black,Rabi,Rainfed,5.9,7.3,290,98,81,48.39,73205,4075,78,44,8.05,26.22,24.95
Groundnut,Clay,Kharif,Rainfed,5.5,7.3,77,69,81,2.87,34872,55777,67,32,5.18,24.63,25.25
Wheat,Loamy,Rabi,Sprinkler,5.9,7.4,90,54,54,2.74,40399,18327,65,56,5.05,30.72,16.34
Capsicum,Sandy,Rabi,Canal,6.3,7.6,169,136,101,17.91,99180,38715,90,31,6.12,21.48,17.89
Tomato,Clay,Kharif,Drip,6.2,7.7,173,112,94,37.69,78436,13030,66,31,6.73,30.55,28.38
Tomato,Sandy,Rabi,Sprinkler,5.9,6.8,198,84,107,25.83,71669,14838,70,37,8.73,33.61,21.95
Sugarcane,Loamy,Kharif,Drip,5.9,7.2,266,95,81,52.77,69200,2885,89,32,8.12,32.93,22.61
Groundnut,Sandy,Kharif,Canal,6.2,7.0,66,72,90,1.98,31917,58384,77,36,5.05,30.77,22.57
Rice,Black,Kharif,Drip,6.4,7.8,150,43,60,3.0,36974,19067,94,53,8.16,21.29,18.65
Cotton,Clay,Kharif,Rainfed,6.2,6.9,181,63,97,2.75,54607,79319,75,20,8.65,23.11,23.79
Cotton,Loamy,Kharif,Drip,6.5,7.7,189,86,88,3.74,48784,69111,89,42,7.09,21.49,21.21
Tomato,Loamy,Rabi,Rainfed,6.0,7.6,186,72,78,18.84,59627,8978,73,52,8.96,29.13,23.24
Wheat,Clay,Kharif,Sprinkler,5.8,6.9,127,59,45,3.36,35892,19193,90,49,7.54,30.33,28.73
Tomato,Black,Zaid,Canal,6.2,7.6,235,89,97,23.91,51976,14327,64,25,7.6,34.26,23.9
Wheat,Red,Zaid,Canal,6.0,7.0,104,65,53,2.01,48927,25514,65,46,8.42,31.9,27.46
Cotton,Black,Zaid,Canal,5.6,7.5,174,97,64,3.42,45040,54035,90,49,6.29,28.82,19.56
Groundnut,Sandy,Zaid,Drip,6.5,7.5,57,80,86,1.72,34301,56960,95,52,6.22,29.71,25.56
Cotton,Red,Kharif,Drip,5.5,7.2,144,99,70,1.59,58825,70365,81,59,8.79,27.52,21.34
Potato,Black,Kharif,Sprinkler,5.6,7.4,181,92,137,29.34,63090,14125,71,22,6.67,30.47,28.58
Capsicum,Loamy,Rabi,Sprinkler,6.4,7.5,175,135,80,11.09,92348,35751,79,27,5.09,25.65,20.5
Capsicum,Loamy,Rabi,Canal,6.3,6.6,204,81,123,29.01,70390,37625,73,43,8.84,30.44,15.31
Sugarcane,Red,Rabi,Canal,5.7,7.7,257,116,98,44.54,82907,3838,65,37,5.75,26.19,17.6
Tomato,Black,Zaid,Canal,5.6,6.6,188,107,86,27.33,78607,13837,65,31,6.72,24.99,17.68
Cotton,Clay,Zaid,Drip,6.0,7.2,200,84,76,3.94,49897,67859,79,20,7.89,30.0,29.06
Potato,Sandy,Rabi,Sprinkler,6.3,7.7,257,114,117,16.43,68683,15111,82,42,7.89,21.96,15.12
Potato,Black,Zaid,Sprinkler,6.0,6.7,210,80,100,14.5,63674,14081,95,27,6.33,32.63,17.7
Tomato,Clay,Zaid,Drip,5.8,6.6,220,111,96,34.48,63967,16219,79,23,5.81,25.32,29.44
Rice,Sandy,Rabi,Canal,6.1,7.6,134,62,47,2.99,39771,17525,69,51,5.11,21.28,17.57
Groundnut,Black,Rabi,Rainfed,6.0,7.6,42,74,93,1.23,37706,42652,70,48,7.46,20.23,18.71
Cotton,Black,Kharif,Canal,6.1,7.5,188,74,86,3.55,69896,72134,72,57,6.41,23.3,19.28
Sugarcane,Clay,Rabi,Rainfed,6.5,7.0,248,117,91,32.52,83383,3561,60,55,6.19,24.07,17.0
Capsicum,Clay,Rabi,Drip,6.2,6.9,199,94,111,20.58,112971,38020,76,56,5.31,28.53,24.76
Groundnut,Black,Kharif,Rainfed,6.2,7.8,42,62,88,2.01,33671,40304,84,33,6.99,25.79,27.54
Rice,Clay,Kharif,Sprinkler,5.8,7.6,147,65,63,2.7,37521,22076,73,52,6.4,23.52,29.98
Potato,Sandy,Rabi,Drip,6.1,7.7,218,82,129,21.48,53556,12766,87,29,6.08,28.26,16.15
Wheat,Black,Zaid,Canal,6.1,6.5,101,46,61,4.48,41204,23676,84,30,8.06,32.06,15.57
Soybean,Red,Kharif,Sprinkler,6.2,7.8,81,98,58,2.73,37332,52390,87,58,6.36,20.2,27.72
Capsicum,Black,Rabi,Drip,5.6,7.1,201,82,133,21.7,78117,42182,72,47,8.08,24.57,24.12
Cotton,Red,Zaid,Sprinkler,6.4,7.0,141,98,75,3.18,49746,75213,72,36,8.3,24.14,23.9
Wheat,Clay,Rabi,Rainfed,6.3,7.4,125,62,54,2.22,36592,21165,63,59,8.44,33.12,15.18
Tomato,Sandy,Rabi,Sprinkler,5.8,6.6,173,79,89,31.81,55820,17146,82,20,8.9,20.84,27.71
Rice,Black,Rabi,Rainfed,5.9,7.2,141,46,78,4.14,41119,21901,65,45,5.55,21.47,27.38
Maize,Black,Zaid,Drip,5.8,7.7,151,69,45,3.75,29323,16221,87,45,7.72,30.04,20.1
Sugarcane,Red,Rabi,Canal,6.4,7.5,220,118,127,41.09,88513,4061,71,30,7.93,24.72,24.75
Sugarcane,Black,Rabi,Rainfed,6.0,7.5,253,94,125,25.32,73556,4106,88,30,8.5,27.69,21.86
Rice,Black,Rabi,Sprinkler,6.2,7.1,122,77,51,3.34,48198,16987,75,38,5.54,26.7,26.59
Maize,Clay,Rabi,Canal,6.3,7.4,175,72,62,5.02,36493,17271,90,56,8.71,27.03,19.78
Soybean,Loamy,Rabi,Sprinkler,6.3,6.7,67,61,48,1.52,43459,48471,84,51,6.19,31.66,24.64
Maize,Clay,Kharif,Sprinkler,6.3,7.0,137,73,52,5.37,41320,14023,73,20,6.3,22.04,27.65
Potato,Loamy,Zaid,Drip,5.6,7.5,226,85,87,19.44,55184,13473,65,22,7.32,25.03,17.21
Potato,Clay,Zaid,Drip,6.3,6.7,231,104,117,25.24,62898,16317,95,23,7.23,26.57,28.59
Wheat,Sandy,Rabi,Drip,6.4,7.7,130,59,40,2.14,46110,19313,65,33,7.59,29.85,25.67
Soybean,Clay,Kharif,Sprinkler,6.4,7.3,59,84,72,1.55,38360,35103,65,36,5.02,33.75,27.22
Capsicum,Loamy,Zaid,Rainfed,6.0,7.7,194,120,105,27.94,87660,23725,61,28,8.66,21.07,24.58
Rice,Clay,Zaid,Rainfed,6.1,6.7,142,76,53,4.87,37033,19957,62,29,8.14,22.05,29.36
Wheat,Black,Rabi,Rainfed,6.0,6.6,97,58,56,4.24,45388,18466,75,55,5.0,27.97,26.7
Sugarcane,Sandy,Zaid,Canal,6.3,6.5,299,105,93,52.97,72273,3361,92,26,5.84,35.0,29.77
Tomato,Loamy,Kharif,Rainfed,6.1,6.7,168,87,74,18.21,81561,16743,63,47,6.57,25.54,19.76
Rice,Sandy,Kharif,Sprinkler,6.1,7.6,133,57,75,6.0,59757,17103,87,36,6.38,28.9,25.04
Soybean,Loamy,Kharif,Rainfed,6.3,7.1,59,74,45,2.63,43236,40935,76,45,7.55,24.78,28.87
Sugarcane,Clay,Kharif,Sprinkler,6.1,6.6,259,119,129,56.8,69752,3523,89,21,7.14,34.58,16.99
Tomato,Black,Kharif,Sprinkler,6.4,7.6,221,95,70,35.15,77717,14022,87,39,8.78,34.31,29.06
Maize,Sandy,Kharif,Rainfed,6.3,7.8,166,74,55,5.31,30120,20123,82,31,7.68,33.26,22.34
Wheat,Black,Zaid,Canal,6.4,7.8,95,63,55,4.46,44907,21837,62,33,8.53,31.29,18.73
Groundnut,Sandy,Rabi,Canal,6.3,6.8,59,85,100,1.36,44257,48718,70,23,7.06,22.14,29.65
Maize,Loamy,Zaid,Rainfed,5.8,7.0,148,57,40,3.05,43736,20030,87,53,5.47,28.94,17.69
Tomato,Clay,Zaid,Drip,5.6,7.7,190,110,83,35.75,68466,13998,63,56,8.55,25.59,16.11
Tomato,Loamy,Zaid,Canal,6.1,6.6,230,102,115,33.76,86819,8218,76,56,5.75,25.72,16.44
Wheat,Red,Rabi,Canal,5.8,7.7,91,70,52,4.5,38219,21869,81,47,6.72,24.59,25.86
Sugarcane,Clay,Zaid,Canal,5.9,7.4,289,109,139,32.73,77030,3956,84,28,8.34,25.37,27.38
Tomato,Clay,Zaid,Drip,6.4,6.6,211,94,106,21.36,80585,16353,67,55,8.05,31.22,20.05
Soybean,Black,Kharif,Rainfed,6.0,6.9,89,87,45,2.63,36859,51148,88,21,7.75,29.11,23.17
Sugarcane,Sandy,Zaid,Drip,6.1,7.2,283,93,102,28.94,89665,3180,68,58,7.44,29.58,27.26
Maize,Sandy,Zaid,Rainfed,6.4,7.4,153,68,53,5.73,34266,18527,80,20,6.15,28.61,25.22
Groundnut,Sandy,Rabi,Rainfed,5.8,7.3,71,82,96,2.45,41277,41614,73,34,5.89,22.98,28.63
Soybean,Loamy,Kharif,Canal,6.0,7.2,74,97,43,2.95,42046,37290,94,32,8.94,30.31,26.8
Tomato,Black,Rabi,Rainfed,5.8,7.7,215,99,79,21.89,81216,15740,94,25,8.48,32.01,15.24
Maize,Sandy,Rabi,Sprinkler,6.3,7.1,143,67,54,5.46,38415,19154,93,47,7.1,32.06,15.27
Maize,Sandy,Zaid,Drip,5.6,6.5,141,59,72,4.03,38676,17223,73,40,8.43,25.77,22.21
Sugarcane,Sandy,Zaid,Sprinkler,6.3,6.8,283,128,93,39.18,72645,4136,65,40,7.79,21.76,20.88
Capsicum,Red,Zaid,Sprinkler,5.7,7.0,195,99,117,14.68,77504,20477,83,46,5.23,26.3,27.34
Soybean,Red,Zaid,Canal,6.5,6.7,90,60,75,2.68,28855,41689,65,46,7.98,22.52,16.38
Wheat,Loamy,Rabi,Drip,6.1,6.7,132,59,67,3.53,37587,22791,67,32,8.18,22.89,19.0
Soybean,Loamy,Kharif,Sprinkler,6.2,7.1,66,64,72,2.44,25831,37854,89,43,7.76,27.48,28.94
Potato,Sandy,Rabi,Drip,5.6,6.6,213,119,101,21.16,70165,18683,83,46,6.26,34.88,21.1
Cotton,Red,Rabi,Canal,6.3,7.4,180,66,93,2.91,58546,72412,73,41,5.92,23.64,19.45
Cotton,Loamy,Kharif,Drip,6.4,6.9,192,73,99,2.2,46324,66134,68,41,8.92,33.99,19.66
Capsicum,Clay,Rabi,Canal,6.4,6.8,213,103,114,29.26,64219,24452,73,24,5.97,30.35,27.76
Cotton,Clay,Rabi,Rainfed,5.7,7.4,150,62,90,2.08,69010,60077,60,56,8.9,26.51,20.34
Cotton,Loamy,Zaid,Drip,6.5,7.1,159,100,75,2.14,55742,78996,83,35,6.66,33.36,21.76
Maize,Sandy,Zaid,Rainfed,6.4,7.2,171,73,77,6.27,37150,19956,91,30,7.03,24.4,24.01
Tomato,Sandy,Zaid,Sprinkler,6.2,6.6,201,70,90,35.93,72145,13864,67,20,8.57,20.43,19.41
Capsicum,Red,Zaid,Rainfed,6.3,7.0,169,94,112,10.92,73928,21485,74,42,6.47,24.81,17.66
Groundnut,Clay,Rabi,Sprinkler,6.1,6.6,50,67,95,1.85,47649,61078,68,25,7.31,25.63,23.46
Groundnut,Loamy,Zaid,Drip,5.6,7.6,44,71,77,2.19,34245,53698,77,57,5.06,27.25,27.54
Capsicum,Red,Rabi,Canal,6.2,6.8,220,106,133,19.58,77169,24149,92,23,5.42,32.19,28.15
Potato,Clay,Rabi,Drip,6.3,6.5,258,134,136,19.26,65150,17795,85,39,7.43,23.99,20.03
Soybean,Clay,Rabi,Rainfed,6.4,7.4,55,64,75,2.28,30929,53362,63,49,7.25,31.96,27.49
Soybean,Red,Rabi,Canal,6.0,7.0,86,80,53,2.38,25614,49042,75,51,8.86,26.24,17.82
Sugarcane,Red,Kharif,Rainfed,5.6,7.3,298,116,116,45.19,74995,3848,73,36,6.27,21.3,26.58
Groundnut,Black,Rabi,Sprinkler,6.3,6.5,49,80,98,2.7,43220,42615,91,38,8.97,25.52,18.7
Wheat,Clay,Kharif,Rainfed,6.3,6.8,120,53,40,4.74,49617,18749,77,24,8.51,26.99,16.09
Groundnut,Black,Zaid,Rainfed,5.6,7.7,75,87,98,1.74,44580,43212,74,31,6.54,24.64,21.0
Potato,Clay,Kharif,Rainfed,6.5,7.7,214,103,109,14.72,62525,12378,68,59,7.54,28.35,21.77
Soybean,Sandy,Kharif,Canal,6.0,7.0,54,76,62,2.33,38370,39759,70,53,7.62,34.77,15.51
Wheat,Black,Rabi,Drip,5.6,7.2,113,52,54,4.37,37179,20000,82,27,7.6,32.26,24.12
Maize,Red,Zaid,Drip,6.3,7.5,141,74,51,4.24,36375,14334,64,21,8.82,30.01,22.76
Potato,Red,Kharif,Sprinkler,5.8,6.9,241,97,134,23.29,46844,18007,60,59,6.63,24.3,29.17
Cotton,Black,Zaid,Canal,6.0,7.1,187,99,82,1.99,58234,73583,73,46,5.52,25.07,24.4
Groundnut,Red,Rabi,Drip,6.2,7.7,79,78,95,2.13,49941,43694,92,44,5.3,23.47,24.05
Maize,Black,Zaid,Canal,5.7,6.7,129,71,74,6.55,43179,18522,60,45,5.82,30.69,20.78
Maize,Sandy,Rabi,Sprinkler,6.4,7.0,137,67,46,6.77,36573,20253,72,56,6.44,26.17,28.02
Maize,Clay,Kharif,Rainfed,5.6,7.7,177,77,70,3.21,43628,19806,60,30,7.15,20.43,25.26
Potato,Sandy,Zaid,Rainfed,6.3,6.6,210,124,120,20.26,65369,19512,93,20,8.51,32.49,15.79
Tomato,Clay,Zaid,Rainfed,5.5,7.5,175,90,88,34.86,88782,13471,90,60,6.08,26.25,19.63
Capsicum,Clay,Zaid,Rainfed,5.6,7.1,212,100,140,17.91,65183,21409,81,25,8.82,25.1,19.58
Tomato,Clay,Rabi,Drip,5.7,7.0,200,84,90,18.86,54637,12127,65,24,6.24,32.0,20.91
Soybean,Sandy,Kharif,Sprinkler,6.1,7.4,75,67,51,2.75,44071,37804,67,24,8.24,20.79,29.28
Cotton,Clay,Rabi,Canal,5.6,6.6,191,75,83,2.85,63900,61192,90,57,5.21,28.71,16.54
Wheat,Loamy,Kharif,Drip,6.2,6.8,94,70,51,4.6,31133,25428,94,53,6.08,21.18,29.62
Soybean,Loamy,Rabi,Canal,5.5,7.7,74,77,65,2.29,25235,47037,76,28,6.68,34.11,18.19
Capsicum,Sandy,Rabi,Canal,5.7,7.8,189,140,85,10.48,92188,38396,63,35,5.42,30.13,28.54
Sugarcane,Clay,Zaid,Canal,6.0,7.0,269,82,132,53.12,85225,4166,72,53,8.57,20.36,26.91
Potato,Clay,Zaid,Sprinkler,6.1,6.6,222,132,86,23.71,63366,13281,68,55,6.74,33.1,23.63
Cotton,Red,Zaid,Canal,6.4,7.0,140,76,63,1.7,51191,67492,93,21,7.68,28.79,15.02
Capsicum,Black,Rabi,Sprinkler,5.9,6.7,187,99,130,10.53,115117,40028,82,40,7.88,27.75,16.32
Cotton,Clay,Zaid,Sprinkler,6.0,7.3,144,65,93,2.45,60226,61547,61,32,6.65,21.53,25.65
Sugarcane,Sandy,Zaid,Drip,6.4,6.8,219,97,112,46.17,82941,2911,81,57,7.96,27.16,17.92
Sugarcane,Red,Kharif,Canal,5.8,7.2,224,121,95,54.57,74237,3551,73,34,5.44,33.63,23.15
Maize,Red,Rabi,Canal,6.5,7.5,127,76,43,3.77,35444,16614,93,44,7.24,25.84,27.55
Wheat,Black,Zaid,Rainfed,5.5,7.4,92,68,50,4.51,42468,22785,81,29,8.03,33.73,18.86
Cotton,Loamy,Kharif,Sprinkler,5.7,7.6,164,80,74,2.67,65066,70862,65,50,6.84,25.6,16.74
Wheat,Black,Rabi,Canal,6.4,7.5,91,62,45,3.6,39341,23897,69,47,8.24,22.06,21.16
Tomato,Sandy,Kharif,Drip,6.4,7.3,171,86,93,26.49,77013,14907,71,56,7.81,20.01,27.12
Potato,Clay,Kharif,Rainfed,6.1,7.7,223,103,89,26.39,78433,18081,61,40,6.39,23.31,17.29
Capsicum,Black,Rabi,Canal,6.1,7.6,162,100,121,14.45,92357,26986,61,50,8.64,26.33,22.87
Wheat,Loamy,Zaid,Rainfed,6.0,7.6,100,65,64,3.82,32331,25624,70,49,6.01,32.42,20.88
Sugarcane,Red,Zaid,Sprinkler,5.8,6.8,200,120,100,55.05,75831,2819,92,49,7.58,23.49,17.43
Cotton,Loamy,Kharif,Canal,6.5,7.0,169,70,67,2.5,49888,68833,88,41,6.95,29.16,20.04
Soybean,Loamy,Rabi,Rainfed,5.7,6.6,74,84,56,2.88,30603,41417,92,26,6.17,23.66,15.68
Tomato,Loamy,Kharif,Sprinkler,6.4,6.9,229,87,74,37.9,60626,9801,61,29,6.51,25.04,21.04
Cotton,Red,Kharif,Drip,5.8,6.7,175,85,83,3.35,49333,78169,82,60,6.72,33.66,27.74
Wheat,Loamy,Rabi,Drip,5.9,7.0,97,65,46,3.3,44366,21388,66,48,6.59,34.75,23.66
Wheat,Clay,Rabi,Sprinkler,5.5,7.8,127,63,55,4.19,30509,24204,60,50,6.99,32.88,21.56
Tomato,Red,Kharif,Rainfed,5.9,7.2,199,93,101,37.66,87141,9067,68,22,8.01,21.71,23.73
Soybean,Sandy,Kharif,Canal,5.6,7.7,82,85,44,1.58,44020,42064,72,51,8.98,30.38,28.26
Rice,Loamy,Kharif,Sprinkler,5.9,7.7,110,50,46,3.94,48656,18145,66,34,8.31,23.94,29.18
Tomato,Sandy,Zaid,Drip,6.4,7.1,237,89,115,22.01,61949,14944,83,44,8.44,26.5,18.58
Tomato,Red,Rabi,Drip,6.3,6.8,163,101,87,27.39,59879,13047,73,52,7.21,29.43,25.94
Rice,Sandy,Kharif,Drip,5.8,7.7,140,64,79,2.9,51334,20475,94,36,6.87,22.14,20.24
Soybean,Sandy,Kharif,Rainfed,6.5,7.7,80,81,68,2.1,39523,42840,75,45,6.83,27.05,15.25
Soybean,Red,Zaid,Rainfed,6.2,7.5,80,89,57,1.63,37743,40078,73,47,5.7,21.85,26.5
Potato,Red,Rabi,Rainfed,6.3,7.2,216,113,112,27.37,65032,18168,87,44,5.78,22.82,20.07
Cotton,Sandy,Kharif,Drip,5.9,7.3,166,91,74,1.91,60922,78039,92,34,6.98,27.17,29.97
Cotton,Black,Zaid,Canal,6.4,7.5,171,100,69,2.23,48652,59283,89,52,6.15,29.36,20.41
Potato,Red,Zaid,Canal,6.2,6.7,243,134,135,15.68,57533,12255,83,23,8.29,21.47,17.25
Groundnut,Red,Zaid,Canal,6.0,7.1,47,90,97,2.68,30202,55841,75,60,6.78,21.75,20.87
Capsicum,Black,Kharif,Rainfed,6.5,7.1,172,124,122,12.15,98654,33250,88,40,6.19,21.74,19.73
Maize,Red,Zaid,Drip,5.7,7.0,178,69,78,3.69,33327,21783,63,52,8.98,22.54,26.77
Groundnut,Loamy,Kharif,Drip,5.8,6.7,74,69,91,1.43,39577,51639,65,27,6.49,31.65,24.79
Cotton,Loamy,Zaid,Canal,5.7,7.6,193,76,75,3.71,61120,60522,90,32,6.61,34.55,28.54
Rice,Red,Zaid,Drip,5.5,6.7,128,52,55,2.72,54758,23014,74,29,6.83,21.07,25.78
Maize,Black,Rabi,Canal,6.0,7.5,128,77,58,5.94,30558,21735,76,37,7.18,25.93,20.25
Soybean,Loamy,Zaid,Rainfed,5.8,6.8,73,79,59,2.75,33890,44249,74,27,8.23,21.67,15.62
Cotton,Loamy,Rabi,Drip,6.0,6.6,160,62,79,1.75,67710,62753,69,33,6.57,21.93,23.91
Wheat,Loamy,Rabi,Drip,5.8,7.7,94,47,67,3.78,38681,24881,87,37,7.94,28.93,17.66
Groundnut,Loamy,Rabi,Rainfed,6.0,7.7,43,63,98,2.29,47290,43152,93,45,7.0,21.47,24.59
Rice,Sandy,Zaid,Canal,5.5,6.8,104,55,48,5.64,35612,21847,86,57,8.1,27.25,17.03
Soybean,Sandy,Kharif,Rainfed,5.5,6.5,57,79,75,1.74,26805,39570,77,49,5.63,33.0,29.51
Groundnut,Sandy,Rabi,Drip,6.3,7.5,73,90,98,1.22,47052,48436,82,24,6.93,27.97,15.54
Cotton,Sandy,Rabi,Canal,6.0,7.8,142,82,76,2.72,49509,55150,93,54,7.36,31.34,21.89
Soybean,Loamy,Zaid,Sprinkler,6.0,7.2,57,100,54,2.7,36052,43088,76,32,7.81,24.33,20.4
Capsicum,Black,Rabi,Canal,6.4,7.5,199,102,89,24.03,105808,45966,92,55,6.96,26.96,17.37
Potato,Black,Kharif,Drip,5.6,7.2,182,128,105,27.48,73674,12416,67,49,8.48,21.04,29.18
Soybean,Black,Zaid,Sprinkler,6.5,7.4,79,78,50,2.87,32457,39030,69,40,6.56,27.72,22.7
Sugarcane,Clay,Rabi,Canal,6.0,6.7,252,92,88,46.26,97221,3991,69,42,7.09,32.89,17.94
Groundnut,Loamy,Rabi,Sprinkler,6.2,7.7,48,66,69,1.84,43502,50204,74,38,5.14,25.3,22.11
Cotton,Sandy,Rabi,Rainfed,6.4,7.6,167,80,62,3.03,55824,61891,67,56,6.77,29.65,17.19
Tomato,Loamy,Zaid,Rainfed,6.4,7.0,162,78,118,29.23,74559,15990,95,42,8.59,24.18,24.2
Wheat,Sandy,Rabi,Rainfed,5.9,6.9,116,48,52,3.32,36588,25590,76,53,5.01,27.4,20.27
Capsicum,Clay,Rabi,Canal,6.1,6.9,195,126,133,20.98,115320,48987,90,38,5.56,34.35,28.32
Groundnut,Sandy,Rabi,Rainfed,6.0,7.5,69,60,63,2.02,41779,56078,76,31,6.07,27.21,29.11
Capsicum,Loamy,Rabi,Rainfed,6.0,7.7,176,88,112,29.34,67977,24469,63,39,6.21,29.52,27.45
Wheat,Clay,Zaid,Sprinkler,5.5,7.3,96,57,63,2.75,35581,24324,90,60,7.77,20.34,15.37
Wheat,Red,Zaid,Canal,6.4,7.4,110,42,44,4.72,33728,23428,69,46,6.98,24.9,25.21
Soybean,Loamy,Kharif,Drip,5.6,6.9,52,62,43,1.69,44844,48796,69,59,7.47,34.72,17.3
Potato,Red,Kharif,Sprinkler,5.5,7.6,188,126,123,19.22,65759,16402,64,29,5.8,31.31,17.21
Groundnut,Clay,Zaid,Sprinkler,6.1,7.1,53,72,94,2.59,44134,50457,63,31,8.59,28.39,27.13
Soybean,Black,Kharif,Drip,5.7,6.5,60,62,73,2.35,32971,53915,69,36,6.73,27.7,20.39
Maize,Red,Kharif,Sprinkler,6.3,7.7,123,63,65,5.81,47548,20736,69,25,6.56,31.17,17.43
Capsicum,Sandy,Rabi,Canal,5.9,7.2,181,84,84,18.13,97653,24289,70,45,6.89,28.41,15.72
Capsicum,Loamy,Rabi,Sprinkler,6.3,7.2,238,125,135,28.44,89157,48633,71,24,8.37,28.21,17.73
